www.fc2.com,1.2.6,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
www.wikia.com,1.8.2,,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.5.0
www.indiatimes.com,1.11.1,,,,,,,1.3.0,,,,,,,,,0,0,,,,,,,,,,0
www.bycontext.com,1.9.1
www.directrev.com,1.11.0,,,,,,3.1.0,,,,,,,,1.6,,,,,1.5.25,,,,,,,,0
www.huffingtonpost.com,1.6.2,,0,,,,,,0,,,,,,,,0,0,,,,,0,,,,,0
www.livedoor.jp,1.10.2,,,,0,,,,,,,,,,2.8.3,,,,,,,,,,,,,0
www.xnxx.com,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0
www.nytimes.com,1.7.1,,,,,,,,,,,2.1.4,,,2.8.3,,0,,,,1.8.3,,,,1.1.2,,,0,,,0
www.buzzfeed.com,,,,,,,,,,,,,,1.7,,,0,0,,,,,0,,,,,0,,,,,,,0
www.chinadaily.com.cn,1.7.2
www.coccoc.com,1.8.3,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0
www.china.com,1.9.1
www.sogou.com,1.11.0
www.tudou.com,1.7.2
www.chase.com,1.10.2,,,,0,,,,,,,2.1.15,,,2.8.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
www.dmm.co.jp,1.8.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
www.popads.net,1.5.1
www.ameblo.jp,1.11.3 ,,,,,,,,,,,,,,,,,,,,3.9.3,3.9.3,,,,,,0,,,,,,,2.1.2
www.life.com.tw,1.10.2,,,,,,,,,,,,,,2.8.3,,0,,,,,,,,,,,0
www.slideshare.net,2.1.4,,,,0,,,,,,,,,,2.8.2,,0,,,,,,,0,,,,0,0,,,,5.5.2,,,,,,,,,0
www.flicker.com,,,,,,,,,,,,,,,,3.16.0
www.globo.com,1.7.1,,1.8.20,,,,,,,,,,,,2.8.3,,,,,,,,,,,,,0,,,,,,,2.0.0
www.bankofamerica.com,1.11.1,,1.11.0,,0
www.bongacams.com,1.8.2,1.2.7,,,0,,,,2.2,,,,0.12.2,,,,,0,,,,,0,,,,,0,,,,,,,,1.0,,,,0
www.walmart.com,1.10.2,,,,0,,,,,,,2.1.15,,,2.8.3,,,,,,1.5.2,,,,1.1.0,,,,,0
www.redtube.com,1.11.0,,1.10.4,,1.4.0,,,,2.0,,,,,,2.8.3,,,,,,,,,,,,,0,,,0
www.quora.com,1.7,,,,0,,,,,,,,,,,,0,0,,,,,0,,,,,0
